ID,volg_nr,debtor_nr,debtor_name,project,reference,account_manager,invoice_date,period_start,total_ex_vat,total_incl_vat,paid_amount,open_amount
6e4b6f3c-23b6-4cf9-bbb2-f9fc939f1d53,VFA2504409,DE2200307,Socotec Geotechnics,SCA250845 126x LV8 10L10; 10x LV8 10L15 Aanbesteding WRIJ,126x LV8 10L10; 10x LV8 10L15 Aanbesteding WRIJ,Hans Mulder,25-04-2025,2025/04,50910.78,61602.04,61602.04,0.00
09532db7-616b-4f81-a776-5c473bf35738,VFA2504408,DE2400358,Sonora S.r.l.,SCA250850 SPC+WHS,SPC+WHS,George Boersma,25-04-2025,2025/04,9309.20,9309.20,9309.20,0.00
f43047e6-a840-4199-9a2f-2ef03d07216f,VFA2504407,DE2200307,Socotec Geotechnics,SCA230728 SOCOTEC-Verzamelcontract,2x LV8 10L10,Michelle Klijn,25-04-2025,2025/04,1304.10,1577.96,1577.96,0.00
953b570f-62f5-4ab7-af08-8e9cdab70ecd,VFA2504406,DE2200310,Bouwcombinatie Nieuw-Zuid,SCA230733 1x SPC-21116 Realisatie OVT 1,periodieke kosten 08-03-25/2026 1x SPC,,31-03-2025,2025/03,2008.76,2430.60,2430.60,0.00
d398be2e-e89a-4e86-8bc4-6af4f601b61d,VFA2504405,DE1900193,Ingenieurs Bureau Land,SCA190332 59x LV5 Grondwatermeetnet Papendrecht,Periodieke kosten  01-04-2025 tot 01-04-2026,,23-04-2025,2025/04,-4212.60,-5097.25,-5097.25,0.00
b7568064-003b-45b2-8ca2-52554ddc89a4,VFA2504404,DE2300337,DPD consultancy Recherchebureau,,Hercertificeren klasse 1 meter,Ron Wittebol,22-04-2025,2025/04,535.00,647.35,647.35,0.00
95bcb1ac-c4d6-488b-9665-c35be5a5b731,VFA2504403,DE1800176,Sweco Nederland B.V.,SCA240756 SWECO-NL Verzamelcontract- (p.kw.),1x LV8 10L10,Michelle Klijn,22-04-2025,2025/04,555.05,671.61,671.61,0.00
44682103-235a-45a2-bd7f-4db335bfb5cd,VFA2504402,DE2500395,Rambøll Norge AS,SCA250851 1x LV8 10L15,1x LV8 10L15,Michelle Klijn,22-04-2025,2025/04,796.00,796.00,796.00,0.00
16edb09f-4d14-4b5c-9f27-247528022853,VFA2504401,DE1600012,Waterschap Rijn en IJssel,SCA230735 WRIJ-Verzamelcontract-Projectmeetnetten(p.kw.),Periodieke kosten 2e kwartaal 2025,Irene Barten,22-04-2025,2025/04,9609.28,11627.23,11627.23,0.00
bc6e790e-0886-4c48-846d-f316e2b96340,VFA2504400,DE2000239,RSK Group,SCA240757 RSK_Verzamelcontract,2 x LV8 4-5,Ron Wittebol,22-04-2025,2025/04,-189.90,-229.78,-229.78,0.00
cc5d69c4-5155-4973-bb9b-e36a98097500,VFA2504399,DE2000239,RSK Group,SCA240757 RSK_Verzamelcontract,2 x LV8 4-5-credit 15% hardware,Ron Wittebol,31-03-2025,2025/03,-189.90,-229.78,-229.78,0.00
7d899494-252f-40b7-89d7-803406796431,VFA2504398,DE1600068,AKRON,SCA200382 AKRON VAN MOER LOGISTICS,Periodieke kosten 01-04-2025/2026,Mirjam Stevens,22-04-2025,2025/04,968.69,968.69,968.69,0.00
d2dc8b75-68c3-4393-af36-df123a991625,VFA2504397,DE1900193,Ingenieurs Bureau Land,SCA220625 90x LV8 onderhandse aanbesteding West Betuwe (p.kw),Periodieke kosten 2e kwartaal 2025,,17-04-2025,2025/04,3003.00,3633.63,3633.63,0.00
8c6d9387-4d00-4d6e-8ebb-8c6d465185f6,VFA2504396,DE1800163,Aequator Groen & Ruimte bv,"SCA240775 Aequator-Verzamelcontract,",periodieke kosten 01-04-2025/2026,,17-04-2025,2025/04,670.14,810.87,810.87,0.00
5df6c6ba-c21f-4e0d-b0c6-e503c6b67599,VFA2504395,DE2000234,Sustainder,SCA240772 GD1,periodieke kosten 18-4-2025/2026,,17-04-2025,2025/04,639.38,773.65,773.65,0.00
79d5bc63-e5b1-4ae0-bdc2-a69e4c110e5e,VFA2504394,DE1900214,Remote Rental,SCA240776 1x SP7 Remote controle,periodieke kosten 15-4-2025/2026,Irene Barten,17-04-2025,2025/04,922.96,1116.78,1116.78,0.00
5f738882-dd97-4a88-baf6-65ec4718ed0c,VFA2504393,G0019,Omgevingsdienst West-Holland,SCA190324 HMRI Module,,,17-04-2025,2025/04,363.83,440.23,440.23,0.00
6233d7bb-ec76-4795-b022-efd908b6bebc,VFA2504392,DE2200314,Brabant Water,SCA230662 Brabant Water-Verzamelcontract,periodieke kosten 13/5/2025-2026,,01-05-2025,2025/05,1228.59,1486.59,1486.59,0.00
c3e1df30-7af2-49bd-b896-4cbeb7ebcb13,VFA2504391,DE2400360,Buro Hoogstraat B.V.,SCA240792 BuroHoogstraat-Verzamelcontract,25 x LV8   11  x 10m en 14 x 5 m kabel,Ron Wittebol,17-04-2025,2025/04,17240.50,20861.00,20861.00,0.00
e902c900-ba9d-48d3-b37f-c89b0a725b91,VFA2504390,DE2400363,Dryp A/S,SCA240798 16x+8x neerslagmeters,8x neerslagmeter,Michelle Klijn,17-04-2025,2025/04,3926.00,3926.00,3926.00,0.00
fff23ecf-fa7a-42b2-a7b2-0ce32e3816b3,VFA2504389,G0005,Gemeente Utrecht,,huur Geluidmeters evenemententerrein Transwijk 4,Ron Wittebol,15-04-2025,2025/04,11280.00,13648.80,13648.80,0.00
df0f1cf1-019f-4796-b231-2bac91b04718,VFA2504388,G0036,Omgevingsdienst Drenthe,SCA160051 OGD Drenthe,Periodieke kosten,Omar Jarmohamed,01-04-2025,2025/04,4023.44,4868.36,4868.36,0.00
b12006de-ceb9-4a05-8594-528de961dfc2,VFA2504387,DE2300325,KEMA B.V.,SCA230658 3x SP7,Periodieke kosten 26-4-2025/2026,,14-04-2025,2025/04,4233.30,5122.29,5122.29,0.00
dd074d90-5d4c-4231-9d7e-3026c497e04e,VFA2504386,DE1800183,Gemeente Venray,SCA230743 5x SP7 + upgrade 2x SPA,periodieke kosten 20-4-2025 /2026,Sander den Houdijker,14-04-2025,2025/04,7151.19,8652.94,8652.94,0.00
6e710508-fe83-4294-b657-2d6589e38c0f,VFA2504385,DE1900194,Gemeente Kerkrade,SCA190326 1x klasse 1 & 1x klasse 2 meetsets,Periodieke kosten 17-04-2025 tot 17-04-2026,,14-04-2025,2025/04,3013.30,3646.09,3646.09,0.00
d1fb39d7-4d5e-4ffd-a4c3-f04e5290e937,VFA2504384,DE2200307,Socotec Geotechnics,"SCA230685 Vlaardingen, Lease 106x projectnummer: 23ZP0456 (p",periodieke kosten feb-apr 2025,Irene Barten,14-04-2025,2025/04,3430.00,4150.30,4150.30,0.00
2f2d0c6b-0027-44b0-b1c7-9015427f67ed,VFA2504383,G0016,Gemeente Katwijk,SCA180237 Geluidbeheer katwijk-‘Verplichting: 108130’,,Mirjam Stevens,14-04-2025,2025/04,2035.94,2463.49,2463.49,0.00
cfe26ed8-d221-49ab-930c-6106fc3d1527,VFA2504382,DE1800152,BOOT organiserend ingenieursburo B.V.,SCA230736 BOOT-Verzamelcontract- (p.kwartaal),Periodieke kosten 2e kwartaal 2025,Irene Barten,01-04-2025,2025/04,2280.99,2760.00,2760.00,0.00
221f7434-daf7-41d3-bc43-79ee4a5f3167,VFA2504381,DE1800176,Sweco Nederland B.V.,SCA230691 118x LV8 aanbesteding Zuidasdok (p.kw.),Leasekosten 2e kwartaal 2025,,01-04-2025,2025/04,4513.50,5461.33,5461.33,0.00
f02957aa-a812-48ca-9bbc-cba9bda51617,VFA2504380,DE2200307,Socotec Geotechnics,SCA230688 Zaanstad-Lease 5 jaar-298x LV8,Periodieke kosten 2e kwartaal 2025,Irene Barten,01-04-2025,2025/04,10638.60,12872.71,12872.71,0.00
d50fe82f-0793-4567-8bb3-20fc022bfab7,VFA2504379,DE1900193,Ingenieurs Bureau Land,SCA220603 Gouda project netwerken-Lease (IBL78422) p.kwartaa,Periodieke kosten 2e kwartaal 2025,,01-04-2025,2025/04,5971.20,7225.15,7225.15,0.00
ce89539f-745b-4ac1-a584-1e3cc15a0e6c,VFA2504378,DE1900193,Ingenieurs Bureau Land,SCA230689 Lansingerland: 140x LV8-Lease (p.kw.),Leasekosten Lansingerland 2e kwartaal 2025,,01-04-2025,2025/04,4893.00,5920.53,5920.53,0.00
1cf2cde2-4901-44fd-bb10-be54ac8d9b33,VFA2504377,DE1900193,Ingenieurs Bureau Land,SCA190332 59x LV5 Grondwatermeetnet Papendrecht,Periodieke kosten  01-04-2025 tot 01-04-2026,,11-04-2025,2025/04,4212.60,5097.25,5097.25,0.00
1fb2b788-3fd9-4cd9-a085-e237711a1185,VFA2504376,DE1900202,Gemeente Vijfheerenlanden,SCA230698 121x LV8 Lease 3 jaar 2024-2026 (p.kwartaal),Periodieke kosten 2e kwartaal 2025,,11-04-2025,2025/04,5820.75,7043.11,7043.11,0.00
4430b02a-3b8c-4376-8de7-dca2de296da0,VFA2504375,DE1600068,AKRON,SCA200382 AKRON VAN MOER LOGISTICS,van Moer 17248 J XR,Mirjam Stevens,11-04-2025,2025/04,27.72,27.72,27.72,0.00
5a5d9ef8-7153-4524-8b25-26b81c8ead6b,VFA2504374,DE1600023,RPS Advies- en Ingenieursbureau bv,SCA240769 RPS_Verzamelcontract,6 x LV8 4-5,Ron Wittebol,10-04-2025,2025/04,4510.07,5457.18,5457.18,0.00
76927393-88ac-4173-88ba-929cae886087,VFA2504373,DE2400376,Gemeente Haarlem,SCA240819 Aanbesteding Haarlem p.kw.,Aanbesteding Haarlem Q1-2025,,31-03-2025,2025/03,13768.61,16660.02,16660.02,0.00
7f253a87-91ee-4942-b04b-82312ed50079,VFA2504372,DE1600068,AKRON,SCA210460 AKRON GENT 10x SPC,Periodieke kosten Q1-2025,George Boersma,31-03-2025,2025/03,1237.50,1237.50,1237.50,0.00
c10dbb29-5abf-4bbe-b9e6-d5034d17659b,VFA2504371,DE1600068,AKRON,SCA210460 AKRON GENT 10x SPC,Periodieke kosten Q4-2024,George Boersma,31-03-2025,2025/03,1237.50,1237.50,1237.50,0.00
754d4516-0994-4ca0-bee2-af52643f4001,VFA2504370,DE1600068,AKRON,SCA230655 1x SPC + CH2- BENEO-Remy,periodieke kosten 2025,,03-04-2025,2025/04,1141.09,1141.09,1141.09,0.00
793e935c-9043-4227-b033-a36147cd83c3,VFA2504369,DE1700101,Nederlandse Stichting Geluidshinder,SCA180219 NSG-Geluidmeetset,,,31-03-2025,2025/03,811.09,981.42,981.42,0.00
3889fb13-fd02-49af-bc26-e18aad77722b,VFA2504368,DE2200307,Socotec Geotechnics,SCA230688 Zaanstad-Lease 5 jaar-298x LV8,1e kwartaal 2025,Irene Barten,31-03-2025,2025/03,10628.60,12860.61,12860.61,0.00
3c436a15-9cd8-44ba-9300-10264159eaca,VFA2504367,DE2000239,RSK Group,SCA240757 RSK_Verzamelcontract,2 x LV8 4-5,Ron Wittebol,03-04-2025,2025/04,1474.39,1784.01,1784.01,0.00
347c2fa6-4508-4b82-867b-1d508404163e,VFA2504366,G0033,Gemeente Rotterdam,SCA240815 4x GD1-Maasboulevard,4x GD1-Maasboulevard-25% na installatie,George Boersma,31-03-2025,2025/04,7370.00,8917.70,8917.70,0.00
c8dcaefc-2f69-4d39-920f-af83f928ae1f,VFA2504365,A0000,Aveco de Bondt B.V.,SCA170095 AVECO_portal-projectnummer 215753 250,Verbruik Portal mrt '25,Hans Mulder,31-03-2025,2025/04,44586.28,53949.40,53949.40,0.00
a6caa730-c1a8-4880-9fee-93e1073c54d9,VFA2504364,DE2000252,Sweco Belgium BV,SCA240764 Sweco-Belgie_Verzamelcontract (p.kw.),Periodieke kosten Q1-2025,,31-03-2025,2025/03,7025.96,7025.96,7025.96,0.00
e593d786-d366-4852-860a-1aaf598d2ab4,VFA2504363,DE2500394,Woonschip Stella,SCA250849 1x Horecasense Leuven,1x Horecasense Leuven,Michelle Klijn,31-03-2025,2025/03,699.00,699.00,699.00,0.00
dcededbf-d9f2-4df6-9c10-ff77dacc29ce,VFA2504362,DE1800176,Sweco Nederland B.V.,,Migratie Econsultancy > Sweco,Michelle Klijn,31-03-2025,2025/03,300.00,363.00,363.00,0.00
be3073c6-09fe-4b2c-9e0f-3c8d70584c29,VFA2504361,DE1900193,Ingenieurs Bureau Land,SCA200440 Aanbesteding Zuid Holland-Lease-IBL77940.01,"factuurjaar 5, termijn 3 (18 okt  2024 - 17 feb 2025)",Hans Mulder,31-03-2025,2025/03,21801.00,26379.21,26379.21,0.00
944860c3-9c9d-4d74-ace9-0d3408d3629b,VFA2504360,DE2200307,Socotec Geotechnics,SCA240807 32x LV8 + 9x PP8-project 24SP1908,info H Bardoel verlenging,Irene Barten,31-03-2025,2025/03,4297.46,5199.93,5199.93,0.00
9f1b77bc-55e6-4d7a-b7c7-84b234394cd5,VFA2504359,DE1900203,FUMO De Fryske Utfieringstsjinst Miljeu en Omjouwing,SCA230663 3x SPC & 3x NP4,3 x SPC hercertificeren,Ron Wittebol,28-03-2025,2025/03,1460.00,1766.60,1766.60,0.00
46725b6a-c549-48fe-a2ef-eb38e6388f05,VFA2504358,A0000,Aveco de Bondt B.V.,SCA250886 Periodieke kosten Vallei en Veluwe,100x AdB+ 100x Vallei en Veluwe.,Michelle Klijn,28-03-2025,2025/03,75782.00,91696.22,91696.22,0.00
a9ff3f1b-289f-4c40-a7d8-98728f591c3c,VFA2504357,DE1600068,AKRON,,1x CH3,Michelle Klijn,28-03-2025,2025/03,106.31,106.31,106.31,0.00
d0a8298d-afb7-4bfd-9cc8-583b516a0aaf,VFA2504356,G0000,Gemeente Eindhoven,SCA240813 1 x SPC met extra 5m kabel,vervanging MPC,George Boersma,28-03-2025,2025/03,5225.00,6322.25,6322.25,0.00
2464301c-719c-4afb-b654-51e27cfbcef5,VFA2504355,DE2100262,Waterschap Hollandse Delta,SCA240770 WS Hollandse Delta-Verzamelcontract,Periodieke kosten 2025 tot 15-03-2026,,27-03-2025,2025/03,1764.33,2134.84,2134.84,0.00
3441b29a-ad1e-49ef-9683-927d339b0517,VFA2504354,DE1600023,RPS Advies- en Ingenieursbureau bv,SCA240769 RPS_Verzamelcontract,Periodieke kosten 2025,Omar Jarmohamed,27-03-2025,2025/03,1524.33,1844.44,1844.44,0.00
ffb26afc-e842-46a2-a845-6b5fad06cb15,VFA2504353,B0003,SAVTek Pty Ltd,SCA210468 SP8 en ZGD,Periodieke kosten 2025,Mirjam Stevens,27-03-2025,2025/03,181.44,181.44,181.44,0.00
25c7718d-5932-41e0-a4b4-6300de8313ad,VFA2504352,DE2100285,Mateboer Milieutechniek B.V.,SCA240773 Mateboer-Verzamelcontract,Periodieke kosten 2025  tot 19-03-2026,,27-03-2025,2025/03,1788.89,2164.56,2164.56,0.00
df7f4f76-f423-4dec-87b3-c84bd5bb11dc,VFA2504351,DE2300323,Windpark Zeewolde,SCA230656 6x NP2 -Windpark Zeewolde,Periodieke kosten 2025,Irene Barten,27-03-2025,2025/03,8199.65,9921.58,9921.58,0.00
ce66c183-0cf2-4331-aab6-86e860808423,VFA2504350,DE2000255,Omgevingsdienst Twente,SCA200451 SPC,Periodieke kosten 2025,Irene Barten,27-03-2025,2025/03,2798.63,3386.34,3386.34,0.00
324b5a93-8563-4216-9297-9116b56f23c5,VFA2504349,A0007,Omgevingsdienst Brabant Noord,SCA200402 Upgrade SPA en inruil SP7,Periodieke kosten 2025,,27-03-2025,2025/03,7137.79,8636.73,8636.73,0.00
8af32bd2-4a45-473b-ab80-9757faaae433,VFA2504348,DE2300318,Natuurmonumenten Vereniging tot behoud natuurmonumenten in NL,SCA220564 4xLV5- Korendijkse slikken,Periodieke kosten 2025,,27-03-2025,2025/03,605.08,732.15,732.15,0.00
c268b19c-1c8c-4d6b-964c-81581d3f84a1,VFA2504347,DE1700084,Haskoning Nederland B.V.,SCA240752 HaskoningDHV-Verzamelcontract,Periodieke kosten 2025,,27-03-2025,2025/03,558.45,675.72,675.72,0.00
95b2d2bf-13b1-4b20-b8cd-df75a6e5147e,VFA2504346,DE1700084,Haskoning Nederland B.V.,SCA240752 HaskoningDHV-Verzamelcontract,Periodieke kosten 2025,,27-03-2025,2025/03,-1112.47,-1346.09,-1346.09,0.00
06726ae4-eb02-4dc2-8593-1d6a510558b9,VFA2504345,A0008,LBP Sight,"SCA200385 LPB Sight 1x SPA, 2x NP2",Periodieke kosten 2025,,25-03-2025,2025/03,6718.97,8129.95,8129.95,0.00
32852a86-ee8e-4d31-a44a-bcaadfa3bd85,VFA2504344,DE1900193,Ingenieurs Bureau Land,SCA220567 1xLV7; 78201.09 loggers IBL,Periodieke kosten 2025,,25-03-2025,2025/03,100.45,121.54,121.54,0.00
c39710a7-c842-4d53-99b1-c70bde2ef3d9,VFA2504343,DE1900193,Ingenieurs Bureau Land,SCA220563 2xLV7-Projectnummer IBL78480,Periodieke kosten 2025,,25-03-2025,2025/03,200.90,243.09,243.09,0.00
47fd3659-aca2-4d64-8bbc-bafd338dfdc3,VFA2504342,DE1900193,Ingenieurs Bureau Land,SCA220568 2xLV7; 78201.10,Periodieke kosten 2025,,25-03-2025,2025/03,200.90,243.09,243.09,0.00
62fbdcab-f25a-4e95-9bc4-2837b640578d,VFA2504341,DE1900193,Ingenieurs Bureau Land,SCA200425 5x LVx+regenmeter Water buffering met Lapinus,Periodieke kosten 2025,,25-03-2025,2025/03,396.00,479.16,479.16,0.00
f1036381-7e61-4d25-a5e5-2f677fab0f8f,VFA2504340,DE1900193,Ingenieurs Bureau Land,SCA210521 3x LV5-Project Schindel-IBL78201.02,Periodieke kosten 2025,,25-03-2025,2025/03,396.55,479.83,479.83,0.00
f4b506e2-189b-4c1f-a275-35ae1567fd4b,VFA2504339,DE1600027,Gemeente Horst aan de Maas,SCA220560 SPC SP7,Periodieke kosten 2025,,25-03-2025,2025/03,2976.44,3601.49,3601.49,0.00
5174e93d-496d-4c6c-b0a3-2541b2be613c,VFA2504338,DE2200301,Fides Expertise BV,SCA240766 Fides-Verzamelcontract,Periodieke kosten 2025 tot 26-02-2026,Irene Barten,25-03-2025,2025/03,17835.36,21580.79,21580.79,0.00
46842367-f355-499c-a161-3fba253db03d,VFA2504337,DE2000248,Aarhus Vand Forsyning A/S,SCA210534 20xLV6 Aarhus,Periodieke kosten 2025,,24-03-2025,2025/03,2165.29,2165.29,2165.29,0.00
6662958c-c258-4b38-8efb-05b5195b2dde,VFA2504336,DE1800176,Sweco Nederland B.V.,SCA240768 Econsultancy_Verzamelcontract,Periodieke kosten ECOSULTANCY 2025 tot 1-1-26,Irene Barten,24-03-2025,2025/03,2990.62,3618.65,3618.65,0.00
b14b0ad3-bb00-4f10-b5c5-b2d62e0cdf07,VFA2504335,DE1800176,Sweco Nederland B.V.,SCA240756 SWECO-NL Verzamelcontract- (p.kw.),Periodieke kosten 1e kwartaal 2025,,24-03-2025,2025/03,11325.54,13703.90,13703.90,0.00
bd6e410b-bd82-49e9-9aa1-4b361dac35c8,VFA2504334,DE2300319,Stantec,SCA230745 Stantec-Verzamelcontract,Periodieke kosten 2025,Irene Barten,21-03-2025,2025/03,319.11,386.12,386.12,0.00
df575088-c95b-4e0b-8945-2c69329893fd,VFA2504333,G0019,Omgevingsdienst West-Holland,,CH voeding hersteld,,21-03-2025,2025/03,22.00,26.62,26.62,0.00
1f77447f-204a-48f1-8250-f0f60fc14911,VFA2504332,DE1900219,Wiertsema & Partners Raadgevend Ingenieurs,SCA240762 Wiertsema_Verzamelcontract (p.kw.),Q1-Periodieke kosten 2025,,21-03-2025,2025/03,13954.27,16884.67,16884.67,0.00
5ab71922-6a20-453d-86a7-288bb804e7f0,VFA2504331,DE2000251,THV RoTS,SCA240753 THV-RoTSverzamelSCA (p.kw.),Periodieke kosten 1e kwartaal 2025,,21-03-2025,2025/03,6574.86,6574.86,6574.86,0.00
a90e9ebf-1249-4324-bf38-2a58f53cfb83,VFA2504330,DE2000239,RSK Group,SCA240757 RSK_Verzamelcontract,Periodieke kosten 2025,,21-03-2025,2025/03,25185.91,30474.95,30474.95,0.00
f4263d18-521f-4503-a85e-cf3fc84c8409,VFA2504329,DE2000239,RSK Group,SCA240757 RSK_Verzamelcontract,2 x LV8 4-5,Ron Wittebol,21-03-2025,2025/03,1474.39,1784.01,1784.01,0.00
3029c67d-0dac-4c96-9c82-f1b7d772dfee,VFA2504328,A0012,Omgevingsdienst Flevoland & Gooi en Vechtstreek,SCA210498 4xSPC+2x SPA-LTE,2 x upgrade SPA - inruil,Ron Wittebol,21-03-2025,2025/03,4378.25,5297.68,5297.68,0.00
f22db128-1bf7-4943-966d-a3e62cb8f878,VFA2504327,A0000,Aveco de Bondt B.V.,,100x LVR + 90x LV8,Michelle Klijn,21-03-2025,2025/03,49500.90,59896.09,59896.09,0.00
de6d1d4a-ffaf-4bc6-86d5-d8ad546536c4,VFA2504326,DE2100269,Geofoxx B.V.,SCA240780 Geofoxx-Verzamelcontract-NIETS MEER TOEVOEGEN!,3 x LV8 4-5 2 x LV8 10-10 1 x LV8 20-20,Ron Wittebol,21-03-2025,2025/03,3284.25,3973.94,3973.94,0.00
a90410ac-66fd-45e2-a0a3-52e340b2d1ee,VFA2504325,DE1800176,Sweco Nederland B.V.,SCA240756 SWECO-NL Verzamelcontract- (p.kw.),6 x LV8 4-5,Ron Wittebol,21-03-2025,2025/03,3228.30,3906.24,3906.24,0.00
55629b7b-378c-4cf8-87a4-9f9d2b67ef10,VFA2504324,A0002,Alcedo Beheer BV,SCA240795 ALCEDO-WAT-Verzamelcontract,Periodieke kosten 2025- periode 01-01-2025 tot 01-01-2026,,20-03-2025,2025/03,1189.43,1439.21,1439.21,0.00
8a04a61c-76e9-43d1-a828-bdd8b5c05a1d,VFA2504323,A0002,Alcedo Beheer BV,SCA240795 ALCEDO-WAT-Verzamelcontract,Periodieke kosten 2025,,20-03-2025,2025/03,-2348.56,-2841.76,-2841.76,0.00
45205924-f065-4a4e-8ce5-158630885580,VFA2504322,A0002,Alcedo Beheer BV,SCA240771 ALCEDO-NOI-Verzamelcontract,Periodieke kosten GELUID-periode 01-01-2025 tot 01-01-2026,,20-03-2025,2025/03,27506.17,33282.47,33282.47,0.00
17d9a987-6c9e-45d7-9785-869eeb0f59fe,VFA2504321,A0002,Alcedo Beheer BV,SCA240771 ALCEDO-NOI-Verzamelcontract,Periodieke kosten GELUID,,20-03-2025,2025/03,-27853.04,-33702.18,-33702.18,0.00
2a6ec14c-0029-408d-8545-aeb78bbcb109,VFA2504320,DE1600068,AKRON,SCA240814 Aanbesteding verderzetting Leuven,uren,George Boersma,18-03-2025,2025/03,1215.00,1215.00,1215.00,0.00
1e2558d4-8aa5-4ef4-9bd8-2030ccce4e6c,VFA2504319,DE2200307,Socotec Geotechnics,SCA230728 SOCOTEC-Verzamelcontract,Periodieke kosten 2025 tot 1-1-26,Irene Barten,17-03-2025,2025/03,7086.44,8574.59,8574.59,0.00
59586917-a9bf-4702-b143-e0d0d513715a,VFA2504318,G0035,Gemeente Emmen,SCA230713 Upgrade 4x SP4-> 4x NP2,Periodieke kosten 2025,Ron Wittebol,17-03-2025,2025/03,6962.80,8424.99,8424.99,0.00
9cd9c411-1400-4c01-8764-3ce2d7c14c74,VFA2504317,A0002,Alcedo Beheer BV,SCA240795 ALCEDO-WAT-Verzamelcontract,Periodieke kosten 2025,,17-03-2025,2025/03,2348.56,2841.76,2841.76,0.00
787e06d1-6be6-4c05-898b-5467935c6101,VFA2504316,DE2200290,Grondslag,SCA220565 Grondslag-Verzamelcontract,Periodieke kosten 2025,Irene Barten,14-03-2025,2025/03,904.28,1094.18,1094.18,0.00
73d467b4-2008-4bb3-b91e-90ca171af2e7,VFA2504315,DE1700084,Haskoning Nederland B.V.,SCA240752 HaskoningDHV-Verzamelcontract,Periodieke kosten 2025,,14-03-2025,2025/03,1112.47,1346.09,1346.09,0.00
89386b4f-159a-43e0-8383-9fa64c4c1e7a,VFA2504314,H0019,Huis der Rechten vzw,SCA250848 Horecasense-Huis der rechten,1x NP8 Horecansense,Michelle Klijn,14-03-2025,2025/03,699.00,699.00,699.00,0.00
a6ff52fd-128b-4186-8dd1-d6e6dc843b36,VFA2504313,DE1900193,Ingenieurs Bureau Land,SCA240759 3 x LV8 meetnet Papendrecht,Periodieke kosten 09-02-2025 / 09-02-2026,,10-03-2025,2025/03,301.35,364.63,364.63,0.00
0d89a98d-44f6-45ee-acb2-891f81ebe366,VFA2504312,DE1900193,Ingenieurs Bureau Land,SCA190331 4xLV5,Periodieke kosten 22-02-2025/22-02-2026,,10-03-2025,2025/03,326.88,395.52,395.52,0.00
1f43436e-5db9-4b73-9296-83eda2678939,VFA2504311,DE2100271,Inetum,SCA230675 Stad Leuven,Periodieke kosten 2025,,10-03-2025,2025/03,8817.90,8817.90,8817.90,0.00
0570a493-679f-4721-91f9-21bcee4edb10,VFA2504310,A0009,DMM Consultancy BV,SCA230650 NP4 -Motorbeurs Utrecht bronpunt,Periodieke kosten 22-02- 2025/ 22-02-2026,,10-03-2025,2025/03,997.49,1206.96,1206.96,0.00
99774035-0805-45b9-a3cf-83fd159ba9cf,VFA2504309,A0009,DMM Consultancy BV,SCA240746 SPC,Periodieke kosten 02-02-25/02-02-26,,10-03-2025,2025/03,885.93,1071.98,1071.98,0.00
94e92f98-0f1d-4986-9eb5-7cc401e3f9cd,VFA2504308,DE2100284,Provincie Noord-Holland,,Pilot Smiley N525 - uitbreiding,George Boersma,10-03-2025,2025/03,4000.00,4840.00,4840.00,0.00
b1bd8bce-061d-46a8-9b85-1960457494c4,VFA2504307,DE1600012,Waterschap Rijn en IJssel,SCA230735 WRIJ-Verzamelcontract-Projectmeetnetten(p.kw.),Periodieke kosten 1e kwartaal 2025,Irene Barten,07-03-2025,2025/03,9609.28,11627.23,11627.23,0.00
16b012ef-a7d7-4d5a-9a96-4b1c869c9ca0,VFA2504306,DE2400348,HB Adviesbureau B.V.,SCA240749 HB AdiesBureau_Verrzamelcontract,Periodieke kosten verzamelcontract tot 17-1-26,Irene Barten,07-03-2025,2025/03,755.20,913.79,913.79,0.00
8771e6b8-33f5-4be7-8b6b-cf3877446ed4,VFA2504305,DE2000252,Sweco Belgium BV,SCA240764 Sweco-Belgie_Verzamelcontract (p.kw.),19x LV8 4L05 + 1x 10L10,Michelle Klijn,06-03-2025,2025/03,10778.00,10778.00,10778.00,0.00
bbe07a8e-0793-4de6-be7b-14c0f3eca937,VFA2504304,DE1600068,AKRON,SCA200383 BCTN,Periodieke kosten 01-03-2025- 01-03-2026,George Boersma,06-03-2025,2025/03,768.70,768.70,768.70,0.00
3013a034-e49a-4713-94cd-1ddd90a49600,VFA2504303,DE1600068,AKRON,,Meerwerk Night Noise Leuven,Michelle Klijn,06-03-2025,2025/03,2431.00,2431.00,2431.00,0.00
d0a1a7db-c4e5-4a06-9aff-067045d8ff3b,VFA2504302,DE1900219,Wiertsema & Partners Raadgevend Ingenieurs,SCA240762 Wiertsema_Verzamelcontract (p.kw.),50 x LV8 4-5 en 9 x LV8 10-10,Ron Wittebol,04-03-2025,2025/03,33081.49,40028.60,40028.60,0.00
d140ebbe-fb8d-494d-8b6d-308537d645df,VFA2504301,DE1600025,Gemeente Den Haag,,DEMO geluidduider met arm,Ron Wittebol,04-03-2025,2025/03,0.00,0.00,0.00,0.00
93888e6f-4ece-4b78-8944-2cff133d8883,VFA2504300,DE2500382,ABO Geosonda,SCA250847 VerzamelSCA 14 x LV8 4-5 | Project ZuiderC Lelystad,12 x LV8 4-5,Ron Wittebol,04-03-2025,2025/03,8940.00,10817.40,10817.40,0.00
24d92e25-a3af-4437-8936-aa584b07b361,VFA2504299,DE1800176,Sweco Nederland B.V.,,30 x batterij voor LV5,Ron Wittebol,04-03-2025,2025/03,630.00,762.30,762.30,0.00
