ID,volg_nr,project_name,debtor_name,relatie_nr,financial_status,start_date,extention_datate,end_date,sales_order,sla_type,contact_name
095200ed-281a-428d-9e1b-23458ba13449,SCA240770,WS Hollandse Delta-Verzamelcontract,Waterschap Hollandse Delta,Harold de Ruiter,,15-03-2024,15-03-2025,,"17.880,38",Warranty (1 year),
51a5f631-ec1b-453e-81c6-0fe223cea12a,SCA240769,RPS_Verzamelcontract,RPS Advies- en Ingenieursbureau bv,Ed Kamperdijk,,15-03-2024,15-03-2025,,"11.251,50",Warranty (1 year),Omar Jarmohamed
66e6d7a4-cbc3-47e8-b3bb-f1b097681fbd,SCA240768,Econsultancy_Verzamelcontract,Econsultancy (part of Sweco),Tom Willems,,08-03-2024,08-03-2025,01-01-2026,"37.022,33",Warranty (1 year),Irene Barten
fca5d65c-8845-4b98-8ec1-eb528f3f6c94,SCA240767,79x LV8- Lease Katwijkerlaan,Socotec Geotechnics,Matthew  Pegels,,10-06-2024,10-06-2027,,"16.239,20",Full-Service,Irene Barten
2491fdfc-3628-49b3-b86c-2b325a600f55,SCA240766,Fides-Verzamelcontract,Fides Expertise BV,Fred  Pannekoek,,26-02-2024,26-02-2025,,"25.740,00",Warranty (1 year),Irene Barten
86aed100-c9ff-466e-a60a-bf9d97030cef,SCA240765,8xLV8,Nepocon BV,Max Boerma,,01-03-2024,01-03-2027,,"6.273,92",Warranty (3 year),
ec3fe11c-cab9-4253-9044-1f93fb8227c3,SCA240764,Sweco-Belgie_Verzamelcontract (p.kw.),Sweco Belgium BV,Arnaud Struyf,,01-01-2024,01-01-2025,,"41.298,10",Warranty (1 year),
3577794b-2a03-4eee-a2d4-81d252856fa1,SCA240763,IDDS_Verzamelservicecontract,IDDS,Peter Dijkhuizen,,26-02-2024,26-02-2025,,"3.877,84",Warranty (1 year),Irene Barten
099a9eae-09db-4a80-a386-b605abad0ff0,SCA240762,Wiertsema_Verzamelcontract (p.kw.),Wiertsema & Partners Raadgevend Ingenieurs,Erik Jager,,05-02-2024,05-02-2025,,"279.337,73",Warranty (1 year),
c87cfe91-f04a-4a82-b12c-1ba9b68e2490,SCA240761,1x NP8-Amstelstraat 30 holding BV,Amstelstraat 30 holding BV,Gianni Schouten,,13-03-2024,13-03-2027,,"1.164,60",Warranty (1 year),
b250c49f-14aa-4c15-a76d-aef5fcd80474,SCA240760,Arcelor Mittal-3x GD1,AKRON,Geert Dierckx,,07-10-2024,07-10-2027,,"26.659,00",Warranty (1 year),George Boersma
b1529b75-08a9-4a4f-b648-e7356bdc9b0b,SCA240759,3 x LV8 meetnet Papendrecht,Ingenieurs Bureau Land,Karst Busstra,,09-02-2024,09-02-2025,,"1.876,44",Warranty (1 year),
0c5cf5f3-1473-4ec5-b9a2-5e01cadacdb4,SCA240758,vervallen Wiertsema_Verzamelcontract -AVECO-PORTAL,Wiertsema & Partners Raadgevend Ingenieurs,Erik Jager,,08-02-2024,,08-02-2024,"1.242,94",Warranty (1 year),
2ba394f3-7f2c-40ee-9644-0209b89edf43,SCA240757,RSK_Verzamelcontract,RSK Group,Ruben  Bouwhuis,,09-02-2024,09-02-2025,,"71.043,54",Warranty (1 year),
0d17c2b4-4919-4293-80cb-a41d1a71ced8,SCA240756,SWECO-NL Verzamelcontract- (p.kw.),Sweco Nederland B.V.,Wilmer Noome,,01-01-2024,01-01-2025,,"141.686,55",Carry-IN,
61f9d6f4-01ab-45ce-9aec-f8f7b5b95d54,SCA240755,LEASE Lekdijk 78 x LV8,RPS Advies- en Ingenieursbureau bv,Tom Basten,,24-09-2024,01-08-2025,,"11.738,00",Full-Service,Omar Jarmohamed
2a1c52af-0b3d-40c6-ad91-7023e3110558,SCA240754,1x SPC-2-2023-016440,Omgevingsdienst Zuidoost Brabant,Frank Heijmans,,01-02-2024,01-02-2027,,"7.754,55",Carry-IN,
eef315da-7996-4667-a39b-747b8fb6f073,SCA240753,THV-RoTSverzamelSCA (p.kw.),THV RoTS,Martijn Goffings,,01-01-2024,01-01-2025,,"7.207,70",Warranty (1 year),
1fd3ff39-1cbb-43d8-afac-247bbc68d518,SCA240752,HaskoningDHV-Verzamelcontract,Haskoning Nederland B.V.,Gijs Hersmus,,19-01-2024,19-01-2025,,"3.546,40",Warranty (5 year),
5850dc19-fa7b-467c-b4f9-3a14cf9fce8a,SCA240751,Kanaal Almelo - de Haandrik,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,12-11-2024,12-11-2025,,"222.771,12",Warranty (1 year),
04dc0280-06c7-45ac-84d1-4305bc2c2d87,SCA240750,HHNK - aanbesteding,Wiertsema & Partners Raadgevend Ingenieurs,Gerben Spoelstra,,02-07-2024,02-07-2025,,"144.900,72",Warranty (1 year),
5f91be44-c278-431e-be88-2052e88929fa,SCA240749,HB AdiesBureau_Verrzamelcontract,HB Adviesbureau B.V.,Jos   Rood,,17-01-2024,,,"5.836,00",Warranty (1 year),Irene Barten
937e2f67-dfa4-434b-84b6-f2ffae2854cb,SCA240748,4x GD1,Provincie Utrecht,Geert Verhoofstad,,30-12-2024,30-12-2026,,"48.560,40",Full-Service,
d3ee8dde-637e-4812-943c-53e63f6fd37c,SCA240747,400x NP9-aanbesteding ANTWERPEN,AKRON,Pieter Vanhonacker,,01-05-2024,01-05-2027,01-05-2025,"324.680,30",Carry-IN,George Boersma
2e75c7e3-f1ec-44f0-85f3-0785373ca62a,SCA240746,SPC,DMM Consultancy BV,Marcel Kok,,02-02-2024,02-02-2027,,"5.061,25",Warranty (3 year),
65c81653-1021-4460-ba53-1e375bbcba3e,SCA230745,Stantec-Verzamelcontract,Stantec,Edwin Kivits,,19-01-2024,19-01-2025,,"6.219,34",Warranty (1 year),Irene Barten
a8b0ea7e-aaa8-493c-a365-17b00b80fac4,SCA230744,2x NP9,Reykjavik Public Health Authority,Helgi Gudjonsson,,04-03-2024,04-03-2027,,"3.094,20",Warranty (3 year),
f67dc748-2f13-4513-be1b-a32e8337c328,SCA230743,5x SP7 + upgrade 2x SPA,Gemeente Venray,Theo Houwen,,20-04-2024,20-04-2027,,"12.040,65",Carry-IN,Sander den Houdijker
03440a20-297e-472e-a154-ac4f82eb99e5,SCA230742,NEPOCON-Verzamelcontract,Nepocon BV,Max Boerma,,07-08-2024,07-08-2025,,"68.372,91",Warranty (1 year),
0a7d749b-846a-4859-ab39-76b70e961c76,SCA230741,1x SPC,Gemeente Mook en Middelaar,Martien ( niet meer werkzaam bij gem.) Duits,,03-01-2024,03-01-2027,,"8.705,00",Warranty (1 year),
f5e6c229-3efb-486d-9e0d-5f35d929ca24,SCA230739,Lease Prov.Zeeland; 18 x LV8 met 5 meter kabe,Sweco Nederland B.V.,Wilmer Noome,,11-12-2023,11-12-2024,11-12-2025,"5.585,40",Full-Service,
e1c594be-f31b-4e28-b37f-530a806fc5e1,SCA230738,1x NP4,Nederlandse Stichting Geluidshinder,Erik Roelofsen,,07-07-2023,07-07-2026,,"2.866,84",Carry-IN,
589f7123-50c2-410e-9c68-dcfc07a4baa0,SCA230737,"1x Model ID1, outdoor information display P4",Gemeente Amsterdam,Carlo Schoonebeek,,01-12-2023,01-12-2024,,"7.015,00",Warranty (1 year),
a86aa92b-f5e3-40fb-8da1-9163ba36f991,SCA230736,BOOT-Verzamelcontract- (p.kwartaal),BOOT organiserend ingenieursburo B.V.,Diederik van Ameijde,,01-01-2024,01-01-2025,,"13.843,05",Warranty (1 year),Irene Barten
dec4ccda-f99a-49df-90d5-b93b3680166b,SCA230735,WRIJ-Verzamelcontract-Projectmeetnetten(p.kw.),Waterschap Rijn en IJssel,Gert van den Houten,,27-11-2023,01-01-2025,,"172.051,62",Warranty (1 year),Irene Barten
28176f2b-08fd-43f2-bf3e-75c8420b0aa6,SCA230734,1 x LV8-projectnummer A3018,IDDS,Eric  Baptist,,23-11-2023,23-11-2024,,"692,56",Warranty (1 year),Irene Barten
8a75bab9-d7bf-4a42-bd89-fa50966da5fa,SCA230733,1x SPC-21116 Realisatie OVT 1,Bouwcombinatie Nieuw-Zuid,Shirley van den Bos,,08-03-2024,08-03-2027,,"7.363,10",Full-Service,
9d94e9eb-9035-4384-b9cb-a05adc9b45cb,SCA230732,30 x LV8-Project Terneuzen 519801,RSK Group,Bertrik Murk,,28-11-2023,28-11-2024,,"16.281,20",Warranty (1 year),
e94ca259-9cc3-456d-86a6-9351a54f42ee,SCA230731,kan vervallen-Deltares zie SCA220632,Deltares,Pieter Pauw,,08-11-2023,,08-11-2023,"0,00",Warranty (1 year),
6719bc1b-4905-4a61-be25-219536311837,SCA230730,Upgrade 7x SP7 & SPA (+LTEM),Gemeente Leeuwarden,Harmen Dijkstra,,21-05-2024,21-05-2027,,"12.629,55",Full-Service,
3cd9fffb-2892-471f-8bd5-81418cbdd37b,SCA230729,16x LV8,Fides Expertise BV,Fred  Pannekoek,,09-11-2023,09-11-2024,,"11.552,68",Warranty (1 year),Irene Barten
2e7d8209-7ecb-4079-8a8e-68cecfb7be7b,SCA230728,SOCOTEC-Verzamelcontract,Socotec Geotechnics,Matthew  Pegels,,24-11-2023,24-11-2024,,"151.472,75",Warranty (1 year),Irene Barten
13f9b51d-e761-43d2-9d64-a4cdb5a0e137,SCA230727,2x LV8-Biesbosch (Eiland van Dordrecht),Waterschap Hollandse Delta,Harold de Ruiter,,23-10-2023,23-10-2025,,"1.418,56",Warranty (1 year),
55019c75-fddd-4a05-b5fe-2962d4a508e9,SCA230726,1x LV8 - P2620656,RSK Group,Ruben  Bouwhuis,,31-10-2023,31-10-2024,,"608,04",Warranty (1 year),
56f89611-426a-4903-b78c-986bc4d9dd3f,SCA230725,12x LV8 + 1x CE & 1x LV8-Duingebied Solleveld,iFlux,Timothy De Kleyn,,02-11-2023,02-11-2024,01-09-2025,"10.481,64",Warranty (1 year),
49c2635b-0344-4fbb-8128-e0ebf139f345,SCA230724,12x LV8-project 81111 Beekherstel Beurzerbeek Bene,Waterschap Rijn en IJssel,Gert van den Houten,,31-10-2023,31-10-2024,,"8.511,36",Warranty (1 year),Irene Barten
781ef179-38fb-494b-957d-16e6d509c3ce,SCA230723,Indian Royal Food -horecasense Leuven,Indian Royal Food bv,Shidar Jaswinder,,26-10-2023,26-10-2026,,"895,00",Warranty (1 year),
64f62301-4089-4b4b-b1cd-8e5db58443d1,SCA230722,1x Horecasense Expert-Naam café/groep KFK INVEST &,AKRON,Gerda Lauwers,,30-10-2023,30-10-2026,,"1.036,00",Warranty (1 year),
8dbc2a5c-dd16-4c6a-8818-7b91af1a179e,SCA230721,3 x LV8-Zoet Water op de kop van Goeree.,LTO Noord,Van Paassen,,23-10-2023,01-03-2024,,"2.127,84",Warranty (1 year),
84b917a3-55d3-45a0-ab0b-69915fa4c1f8,SCA230720,4x LV8 -Water1,Nepocon BV,Roel Bruijn,,02-11-2023,02-11-2024,,"2.899,56",Warranty (2 year),
8b7ff2d3-f2b0-4803-abad-097db6f59704,SCA230719,1x NP4,DMM Consultancy BV,Marcel Kok,,10-11-2023,10-11-2026,,"2.118,25",Warranty (1 year),
be543aed-89fc-4406-9143-799228bbae52,SCA230718,12x LV8-81267 Beekherstel Osink-Bemersbeek-Schippe,Waterschap Rijn en IJssel,Gert van den Houten,,31-10-2023,31-10-2024,,"8.511,36",Warranty (1 year),Irene Barten
44aabd5e-dcd1-4473-8815-fdd0e72b2585,SCA230717,2x NP2 & 2x NP8-Beatrix en Circustheater,Stage Entertainment Nederland Producties BV,Nanko Lute,,01-10-2024,01-10-2027,,"7.801,46",Warranty (1 year),
29374438-2728-4f96-8cbd-bd07f7409137,SCA230716,5x SPC,Alcedo Beheer BV,Daan Borgonje,,16-11-2023,16-11-2026,,"26.033,59",Carry-IN,
01605ab5-6e4d-4220-a8d3-49066f7ffc32,SCA230715,2x LV8-po2620624,RSK Group,Bertrik Murk,,12-10-2023,12-10-2024,,"1.403,07",Warranty (1 year),
18a54888-f3c3-4ac8-8ad0-6c2899a0aa0f,SCA230714,5x LV8 project Kennisimpuls Waterkwaliteit Nutriën,RIVM,Arno Hooijboer,,12-10-2023,12-10-2024,,"3.546,40",Warranty (1 year),
871e6705-8274-421a-b5bd-946d63ed064e,SCA230713,Upgrade 4x SP4-> 4x NP2,Gemeente Emmen,Gilbert Huysmans,,30-11-2023,30-11-2026,,"12.554,22",Full-Service,
fa879e48-01a1-43d5-b462-bb88e56f29a6,SCA230712,1x GD1 Project in Sittard-Roermond-msgd1n60007,LEDS go for the best,Raymond Dankhof,,07-12-2023,07-12-2026,07-12-2024,"2.620,00",Warranty (1 year),
ff811112-c882-4866-b81c-83f371ba7427,SCA230711,16x LV8 -Klimaatrobuuste inrichting Hagenbeek,Waterschap Rijn en IJssel,Fred Stenekes,,24-03-2023,24-03-2024,,"6.661,53",Warranty (1 year),
f78aa81b-bdbe-4af4-898d-998c79acc14d,SCA230710,1x Horecasense - Leuven,Shibuya Meltdown,Axel Peeters,,21-03-2023,21-03-2026,,"895,00",Warranty (1 year),
b9607b14-808e-4d5d-b5de-ff40bc2e838b,SCA230709,2x Horecasense Leuven,Sportoase Philipssite NV,Niels van den  Steen,,07-02-2023,07-02-2026,,"1.790,00",Warranty (1 year),
c0e7fe39-37ad-4a25-a559-5cad0853b6d2,SCA230708,1x Horecasense Leuven,De Wever & Co bvba,Marieke de Wever,,18-01-2023,18-01-2026,,"895,00",Warranty (1 year),
097e94dc-82af-45d8-bb01-5c84afdc8a75,SCA230707,1x Horecasense Leuven- Brasserie De Curve,MMVJ BV Brasserie De Curve,Michiel Vanautgaerden,,18-01-2023,18-01-2026,,"895,00",Warranty (1 year),Irene Barten
724b6488-f9f9-46cd-a3da-537732561136,SCA230706,Stuk Leuven vzw,Stuk Leuven vzw,Thomas Vreriks,,25-05-2023,25-05-2026,,"895,00",Warranty (1 year),
2f13e6c0-07ba-4eaf-89d6-650c7c1d7626,SCA230705,1x Horecasense LEUVEN-De Veilingzaal,Biefstuk BV,Thomas Merckx,,09-05-2023,09-05-2026,,"895,00",Warranty (1 year),Irene Barten
abf27307-131f-4953-8efb-6866ac8a5848,SCA230704,Horecasense-BOHO VILLAGE EXPERIENCE,AKRON,Gerda Lauwers,,25-04-2024,25-04-2027,,"1.400,25",Warranty (1 year),
b7e946b6-a0a6-4f3d-acfc-65c7b881b490,SCA230703,1x Horecasense Leuven-Bar Vista/DeHut,Bar Vista/BVBA Dehut,Jeroen Janssens,,02-10-2023,02-10-2026,,"895,00",Warranty (1 year),
6ab483d5-3903-436f-9e7d-c1d4b472cc6b,SCA230702,1x Horecasense-RILLAAR ONTMOET vzw,AKRON,Gerda Lauwers,,25-08-2023,25-08-2026,,"876,00",Warranty (1 year),
ff607b8a-7ab8-4bfa-9672-fd8c6109658f,SCA230701,5 x LV 8,Fides Expertise BV,Fred  Pannekoek,,11-10-2023,11-10-2024,,"3.040,18",Warranty (1 year),Irene Barten
cc38147f-20c4-4b33-8691-fc5dde122483,SCA230700,2x SPC geluidmeter,DPD consultancy Recherchebureau,Vanessa Middelkoop,,26-09-2023,26-09-2026,,"17.096,00",Warranty (1 year),Irene Barten
9e27c096-3f99-43e9-8797-af65073d631e,SCA230699,12x LV8,Sweco Belgium BV,Arnaud Struyf,,30-10-2023,30-10-2024,,"8.426,22",Warranty (1 year),
4e84154a-81c7-45e5-803c-c4f8935fda45,SCA230698,121x LV8 Lease 3 jaar 2024-2026 (p.kwartaal),Gemeente Vijfheerenlanden,Eduard  Lemmen,,31-10-2023,31-12-2026,,"30.477,71",Full-Service,
10f69e5a-7894-4958-89ba-4c294c96d7a2,SCA230697,1x Horecasense DRINK DRINK SRL,AKRON,Gerda Lauwers,,02-10-2023,02-10-2026,,"995,00",Warranty (1 year),
170a6e26-95a1-4c64-a819-ef809c08e591,SCA230696,5xNP4+1xNP2,Urban Lighting Innovations GMbH,Matthias Weis,,28-09-2023,28-09-2024,,"14.812,75",Warranty (1 year),
7b7b5988-d787-4eac-ac71-15a1d4a95cc2,SCA230695,WSP_Verzamelcontract,WSP Nederland B.V,Leo  Westenbroek,,28-09-2023,28-09-2024,,"13.969,08",Warranty (1 year),Irene Barten
15c1f9cb-ee69-40f0-bfee-68dd617c8273,SCA230694,1x LV8 4/5-A4616,IDDS,Eric  Baptist,,04-09-2023,04-09-2024,,"709,28",Warranty (1 year),Irene Barten
2cdbae67-4449-4d50-8506-44fd5fdc08de,SCA230693,9 x NP4,Story Event Engineering,Michael  Story,,01-09-2023,01-09-2026,,"33.100,00",Carry-IN,
c6332327-c29d-4717-98b9-cd11a7bb1273,SCA230692,10x LV8,Fides Expertise BV,Fred  Pannekoek,,30-08-2023,30-08-2024,,"6.080,36",Warranty (1 year),Irene Barten
84194a9f-b65d-49b7-9a6d-5744c36bd039,SCA230691,118x LV8 aanbesteding Zuidasdok (p.kw.),Sweco Nederland B.V.,Wilmer Noome,,23-09-2023,23-09-2027,,"17.700,00",Carry-IN,
972bb211-09d5-4c7e-88e5-67d0bcea8ec4,SCA230690,1x SPC,Gemeente Emmen,Gilbert Huysmans,,01-09-2023,01-09-2026,,"8.440,19",Carry-IN,
917902c2-c63b-448d-bb7b-5c34a1d9618e,SCA230689,Lansingerland: 140x LV8-Lease (p.kw.),Ingenieurs Bureau Land,Ad  van der Horst,,18-08-2023,18-08-2028,,"18.060,00",Carry-IN,
dbe5d285-ea49-4546-9e15-a0c0ecfce645,SCA230688,Zaanstad-Lease 5 jaar-298x LV8,Socotec Geotechnics,Matthew  Pegels,,01-08-2023,01-08-2025,,"41.720,00",Carry-IN,Irene Barten
4dcd66fe-8cc6-4928-9734-946090e17878,SCA230687,Demo geluidduider voor sales meeting Schreder in s,Comatelec Schréder,Charles Mahaut,,15-08-2023,15-08-2026,15-08-2024,"0,00",Full-Service,
7c647a42-9232-48dd-b57a-cddb84ef728c,SCA230686,Detectie luide voertuigen,Gemeente Amsterdam,Carlo Schoonebeek,,11-08-2023,11-08-2026,11-08-2024,"20.814,00",Warranty (1 year),
74cab7d6-1131-4760-a90f-43f8dc82c831,SCA230685,"Vlaardingen, Lease 106x projectnummer: 23ZP0456 (p",Socotec Geotechnics,Matthew  Pegels,,01-08-2023,01-08-2026,,"15.400,00",Warranty (3 year),Irene Barten
aad2fb21-5e07-441f-b594-36578f49b233,SCA230684,1x LV8-A3018,IDDS,Eric  Baptist,,21-07-2023,21-07-2024,,"731,28",Carry-IN,Irene Barten
3ec49317-f2c7-4783-9267-2457e6952df5,SCA230683,geluidmetingen in Beverwijk,Arcadis Nederland BV,Erik Koppen,,01-11-2022,01-01-2026,,"9.667,25",Full-Service,
ea26f2b2-2632-4ef5-b506-9858469f2b6b,SCA230682,4x LV8-A3018,IDDS,Eric  Baptist,,21-07-2023,21-07-2024,,"2.925,12",Carry-IN,Irene Barten
e5ec98b9-2cc8-4cb1-911c-6ccdcaaa0af6,SCA230681,16x LV8 + 3x QU8,LTO Noord,Eva  Sprokkereef,,14-07-2023,01-01-2026,,"13.563,44",Warranty (1 year),
81b67fb2-762b-4568-9df4-146e34ff5c46,SCA230680,Nestgeluiden 2 jr,Peutz,Wim van der Maarl,,01-11-2022,01-11-2024,,"19.654,85",Full-Service,
27adb145-5b89-4aa8-891e-143dfd61c8e7,SCA230679,SPC- Middelburg met City of Dance,DMM Consultancy BV,Marcel Kok,,29-06-2023,29-06-2026,,"5.061,25",Warranty (1 year),
0737387a-37ed-4793-bd06-72a83edfba55,SCA230678,11x LV8 10/10,Sweco Belgium BV,Arnaud Struyf,,11-08-2023,11-08-2024,,"7.809,12",Warranty (1 year),
c5eccb26-5332-4f79-a5b1-8be9d6559db0,SCA230677,7x LV8 -project 519468,RSK Group,Bertrik Murk,,05-06-2023,05-06-2024,,"4.359,10",Warranty (1 year),
7387ad68-b7ff-402b-94a2-c63d14e5732e,SCA230676,1x LV8 met 30m kabel en dop,Wiertsema & Partners Raadgevend Ingenieurs,Erik Jager,,30-08-2023,30-08-2024,,"771,74",Warranty (1 year),
c00c9190-12d9-434c-ba02-53176f1cbc79,SCA230675,Stad Leuven,Inetum,Bram Wauters,,08-12-2023,,01-01-2025,"13.008,00",Full-Service,
f060c686-a72a-408e-9cbf-34909a69fae5,SCA230674,8x LV8 met 3 meter kabel- NL202034419.003,RPS Advies- en Ingenieursbureau bv,Ed Kamperdijk,,,,,"0,00",Warranty (1 year),Omar Jarmohamed
09322554-360e-4e8e-ae35-688bd0193af2,SCA230673,30x BRO levering - 1505033A00,RPS Advies- en Ingenieursbureau bv,Ed Kamperdijk,,31-07-2023,13-07-2024,,"1.089,00",Warranty (1 year),Omar Jarmohamed
c5c97fb6-9b71-4616-b8ba-b7e6d63bdca9,SCA230672,2x SPC & 1x NP2 - Munisense2023-001,RUD Zeeland,Marcel van Bommel,,23-06-2023,23-06-2026,,"15.995,00",Warranty (1 year),
2cfc54db-f324-4a25-9c5c-8a336fa3db1e,SCA230671,68 LV8- 4009380189,Sweco Belgium BV,Arnaud Struyf,,19-06-2023,19-06-2024,,"43.597,18",Warranty (1 year),
4b4d145e-46bc-4f90-8928-228ad4b3ea8c,SCA230670,Aeres-Verzamelcontract,Aeres Milieu,Michiel  Vrolix,,26-05-2023,26-05-2024,,"19.195,82",Warranty (1 year),Irene Barten
c1cc7308-33f3-499f-93e6-74b6fbdf8b51,SCA230669,10x LV8 713 4/5,Fides Expertise BV,Fred  Pannekoek,,25-05-2023,25-05-2024,,"6.487,80",Warranty (1 year),Irene Barten
9c218969-6c74-4f61-9ede-6f1a11bc2874,SCA230668,1x SP7 - Geluidmeten voor podium,Camping Buitenland,Wessel   van Dijk,,02-06-2023,02-06-2024,,"2.441,50",Warranty (1 year),Ron Wittebol
deaab655-6bdf-40df-b00d-98b51926b1f6,SCA230667,Dynamische displays tbv zomeroffensief,Gemeente Rotterdam,Frank Akkermans,,07-09-2023,07-09-2024,,"58.251,00",Warranty (1 year),
082c1210-d9b9-4a11-8b88-a6047e0f612c,SCA230666,D2S INTERNATIONAL-1x SPC+UP2,AKRON,Rita van Caudenberg,,07-06-2023,07-06-2026,,"4.500,00",Warranty (1 year),
97a3fb37-7104-4ac0-8ab6-de5a6c89736d,SCA230665,1x SP7 -Openlucht theater,Openlucht Theater De Goffert Doornroosje,Stoffel  Spierings,,23-05-2023,23-05-2026,,"3.143,00",Warranty (1 year),Irene Barten
d1e43081-8f2b-4244-8077-b22e9c129041,SCA230664,Ortageo-Verzamelcontract,Ortageo,Toine Damen,,17-05-2023,17-05-2024,,"1.925,35",Warranty (1 year),Irene Barten
819fd081-c284-47d0-944e-ffb6925ea9b9,SCA230663,3x SPC & 3x NP4,FUMO De Fryske Utfieringstsjinst Miljeu en Omjouwing,Alexander de Jong,,17-05-2023,17-05-2026,,"39.250,00",Warranty (1 year),
ddcacd5e-fd7d-4af9-baf5-f3873265b65a,SCA230662,Brabant Water-Verzamelcontract,Brabant Water,Sjors  Busink,,13-04-2024,13-04-2025,,"2.837,12",Warranty (1 year),
637dc6c9-abe8-456c-9c29-22af394f79ca,SCA230661,Arcelor Mittal-1x SPC + 1x SP7,AKRON,Gerda Lauwers,,16-05-2023,16-05-2026,,"6.142,00",Warranty (1 year),
b787f9e1-eaa5-47d7-bdac-38062599bf15,SCA230660,2x SPC-Z-2023-001314/D-2023-011875,Omgevingsdienst Zuidoost Brabant,Twan van den  Broek,,09-05-2023,09-05-2026,,"16.707,00",Warranty (1 year),
a49f418a-e2a8-44dd-b0a9-7a353d2cfc11,SCA230659,4x LV8- VN-83617-1,Wiertsema & Partners Raadgevend Ingenieurs,Erik Jager,,28-04-2023,28-04-2024,,"2.549,05",Warranty (1 year),
01ec26e2-f449-4838-bf8b-e140f09fdf3e,SCA230658,3x SP7,KEMA B.V.,Cor  Lieftink,,26-04-2023,26-04-2026,,"10.105,80",Full-Service,
19aeb200-f882-48f3-828b-b67b3b499916,SCA230657,4x LV8,Brabant Water,Sjors  Busink,,13-04-2023,13-04-2024,,"2.837,12",Warranty (1 year),
04d6d4ec-c44e-4a26-bafb-ce4a331ad9c3,SCA230656,6x NP2 -Windpark Zeewolde,Windpark Zeewolde,Sjoerd Sieburgh Sjoerdsma,,30-03-2023,30-03-2026,,"19.547,30",Carry-IN,Irene Barten
d06979ba-4283-47ec-ba46-790396d9fd35,SCA230655,1x SPC + CH2- BENEO-Remy,AKRON,Gerda Lauwers,,24-03-2023,24-03-2026,,"4.721,50",Warranty (1 year),
29a0198d-69f9-41ff-9f8c-07a81a6fe1e1,SCA230654,10x LV8-  PO ORE026130,Waterschap Rijn en IJssel,Gert van den Houten,,06-03-2023,06-03-2024,,"6.210,47",Warranty (1 year),Irene Barten
c0b909bc-6fc4-4002-8915-bd59d7ed735f,SCA230653,3x LV8 10/10 / 4009380189,Sweco Belgium BV,Arnaud Struyf,,02-03-2023,02-03-2026,,"1.952,28",Warranty (1 year),
0cb51eaa-a8ea-49fa-8cfe-8d2b4c2a072c,SCA230652,3x LV8 incl. BRO / PO P2620394 project 519155,RSK Group,Naod Negash,,02-03-2023,02-03-2025,,"1.856,65",Warranty (1 year),
d1e012f7-49b8-4fe4-89ce-e445c5f31187,SCA230651,3x LV8 10/10 - 4009380189,Sweco Belgium BV,Arnaud Struyf,,21-02-2023,21-02-2026,,"1.952,28",Warranty (1 year),
63278c5c-e62b-41d3-b023-ee29e92c8ac2,SCA230650,NP4 -Motorbeurs Utrecht bronpunt,DMM Consultancy BV,Marcel Kok,,22-02-2023,22-02-2026,,"3.182,75",Warranty (1 year),
d4c2d97f-7965-4ba7-a6bc-e8cc56b004cd,SCA230648,"BRO 13 meetpunten; Sleeuwijk, IJsbaan.",BOOT organiserend ingenieursburo B.V.,Tjeerd van Spronsen,,31-01-2023,31-01-2024,,"170,00",Warranty (1 year),Irene Barten
547c2609-e1f4-4ee6-9a99-8033c96a2bb3,SCA230647,2x LV8 -218475,Ortageo,Toine Damen,,30-01-2023,30-01-2024,,"1.287,02",Warranty (1 year),Irene Barten
3cb0d815-5449-47ea-aae0-c1accb5e0ab0,SCA230646,"1x LV8  Project Lekdijk 203 -""droog""",Haskoning Nederland B.V.,Joost  van de  Pol,,30-01-2023,30-01-2024,30-01-2024,"764,94",Warranty (1 year),
c3671c5b-0bee-4ab0-b0a0-df8a82088004,SCA230645,10x LV8 + BRO Vlissingen-519093,RSK Group,Bertrik Murk,,09-02-2023,09-02-2024,,"6.743,40",Warranty (1 year),
ae63e75e-69d6-4b49-b7fb-f8befd5922c9,SCA230644,2x LV8 + BRO  Cadzand-519083,RSK Group,Bertrik Murk,,30-01-2023,30-01-2024,,"1.226,07",Warranty (1 year),
d944ea6b-6c8d-4b35-830b-eb88f883e1f8,SCA230643,14x LV8- 4009380189,Sweco Belgium BV,Arnaud Struyf,,18-01-2023,18-01-2024,,"9.465,60",Warranty (1 year),
511306ec-010a-41a4-9f97-15f064ebd3e0,SCA230642,3x LV8,Socotec Geotechnics,Matthew  Pegels,,13-01-2023,13-01-2024,,"1.934,40",Warranty (1 year),Irene Barten
86e1d68c-b594-4539-96c5-c34625616c5e,SCA220641,2x LV8 Oostflank-Breda,Geofoxx B.V.,Joshi  Lenferink,,22-12-2022,22-12-2023,,"1.124,60",Warranty (1 year),Irene Barten
cf0a3f8e-ab9f-467d-9705-7e014370a52b,SCA220640,3x LV8 712,Brabant Water,Sjors  Busink,,21-12-2022,21-12-2023,,"1.814,40",Warranty (1 year),
df00c536-ee5d-40ec-b4ba-ad767bff4f2b,SCA220639,1x SPC - kp 60623,Gemeente Roermond,Raimond Ververgaert,,30-01-2023,30-01-2026,,"7.379,00",Carry-IN,Omar Jarmohamed
1d31eb31-8440-4caa-aa42-8bc375563f69,SCA220638,Geluidmonitoring luchtmeetnet,Gemeente Amsterdam,Carlo Schoonebeek,,01-01-2023,01-01-2025,,"33.106,10",Warranty (1 year),
